name,positions,company
นาง สุชาดา โสตถิภาพกุล,กรรมการอิสระ,trubb
นาย สุรพล ขวัญใจธัญญา,"กรรมการอิสระ,กรรมการตรวจสอบ",trubb
นาย สมภพ ระงับทุกข์,"กรรมการอิสระ,กรรมการตรวจสอบ",trubb
นาย ศุภชัย เจียรวนนท์,"ประธานกรรมการ,ประธานคณะกรรมการบริหาร",true
นาย อาชว์ เตาลานนท์,รองประธานกรรมการ,true
นาย มนัสส์ มานะวุฒิเวช,กรรมการผู้จัดการใหญ่ (ร่วม),true
ดร. ธีรเดช ดำรงค์พลาสิทธิ์,กรรมการผู้จัดการใหญ่ (ร่วม),true
นาย วรภัทร โตธนะเกษม,กรรมการ,true
นาย อำรุง สรรพสิทธิ์วงศ์,กรรมการ,true
นาย ชัชวาลย์ เจียรวนนท์,กรรมการ,true
นาย ณรงค์ เจียรวนนท์,กรรมการ,true
นาย อติรุฒม์ โตทวีแสนสุข,กรรมการ,true
นาย เฝิง หลี่,กรรมการ,true
นาย ถงชิ่ง เกา,กรรมการ,true
นาย เสี่ยวผิง หยาง,กรรมการ,true
นาย โชติ โภควนิช,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",true
นาย ฮาราลด์ ลิงค์,กรรมการอิสระ,true
นาย เกิงโหล่ว ฉวี่,กรรมการอิสระ,true
นาง ปรีเปรม เสรีวงษ์,"กรรมการอิสระ,กรรมการตรวจสอบ",true
นาย กิตติพงษ์ กิตยารักษ์,"กรรมการอิสระ,กรรมการตรวจสอบ",true
นาย สรรเสริญ จุฬางกูร,ประธานกรรมการ,tsc
นาย ทวีฉัตร จุฬางกูร,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",tsc
นาย สริศ พัฒนะเมลือง,กรรมการ,tsc
นาย สันติ พัฒนะเมลือง,กรรมการ,tsc
นาย ฮาจิเมะ คาโตะ,กรรมการ,tsc
นาย ณัฐพล จุฬางกูร,กรรมการ,tsc
นาย ทาโร่ เทราอุรา,กรรมการ,tsc
นาย อภินันท์ ณ ระนอง,"กรรมการอิสระ,กรรมการตรวจสอบ",tsc
นาย ปริญญา ไววัฒนา,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",tsc
นาย ฉัตรชัย เอียสกุล,"กรรมการอิสระ,กรรมการตรวจสอบ",tsc
นาย วีรวัฒน์ ขอไพบูลย์,"กรรมการอิสระ,กรรมการตรวจสอบ",tsc
น.ส. แคทลีน มาลีนนท์,"ประธานกรรมการบริษัท,ประธานกรรมการบริหาร,ประธานเจ้าหน้าที่บริหาร",tse
นาย พรหมินทร์ เลิศสุริย์เดช,"รองประธานกรรมการบริษัท,กรรมการอิสระ",tse
นาย สมภพ พรหมพนาพิทักษ์,กรรมการ,tse
นาง อังคณีย์ ฤกษ์ศิริสุข,กรรมการ,tse
นาย มาศถวิน ชาญวีรกูล,กรรมการ,tse
นาย พละ สุขเวช,"กรรมการอิสระ,กรรมการตรวจสอบ",tse
นาย อรัญ อภิจารี,กรรมการอิสระ,tse
นาย ประเสริฐ ภัทรดิลก,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",tse
นาย ประพันธ์ ทรัพย์แสง,"กรรมการอิสระ,กรรมการตรวจสอบ",tse
นาย เจษฎา สุภาสัย,ประธานคณะกรรมการ,tsf
นาย อภิชาติ สายะสิญจน์,รองประธานคณะกรรมการ,tsf
นาย กิจจา ถาวร,กรรมการ,tsf
นาง สุรีรัตน์ ปราชญานุกุล,"กรรมการอิสระ,กรรมการตรวจสอบ",tsf
นาย ธนพล บุญวรุตม์,"ประธานกรรมการ,ประธานเจ้าหน้าที่บริหาร (รักษาการ)",tsi
น.ส. อรลดา เผ่าวิบูล,"กรรมการผู้จัดการใหญ่,กรรมการ",tsi
นาง อชิตา บุญวรุตม์,กรรมการ,tsi
นาย อธิพัฒน์ คันธอุลิส,"กรรมการอิสระ,กรรมการตรวจสอบ",tsi
นาย ยงวุฒิ เสาวพฤกษ์,กรรมการอิสระ,tsi
พล.ต.อ. ปรุง บุญผดุง,ประธานกรรมการตรวจสอบ,tsi
นาง ชูจิรา กองแก้ว,กรรมการตรวจสอบ,tsi
นาย สหัส ตรีทิพยบุตร,ประธานกรรมการ,tsr
นาย วรานนท์ คงปฏิมากร,"ประธานกรรมการบริหาร,ประธานผู้อำนวยการใหญ่,กรรมการ",tsr
นาย สยาม อุฬารวงศ์,ประธานเจ้าหน้าที่บริหาร,tsr
นาย เอกรัตน์ แจ้งอยู่,กรรมการ,tsr
น.ส. ทัชนันท์ กังวานตระกูล,กรรมการ,tsr
นาย กิตติพล ฐานะสิทธิ์,กรรมการ,tsr
นาง บุญเสริม วิมุกตะนันทน์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",tsr
นาย สุปรีดิ์ วงศ์ดีพร้อม,"กรรมการอิสระ,กรรมการตรวจสอบ",tsr
นาย พรเทพ ศิริวนารังสรรค์,"กรรมการอิสระ,กรรมการตรวจสอบ",tsr
นาง สุมนา วงษ์กะพันธ์,กรรมการอิสระ,tsr
นาย สุรัตน์ วงศ์รัตนภัสสร,กรรมการอิสระ,tsr
นาย ปรีชา อรรถวิภัชน์,"ประธานกรรมการบริษัท,กรรมการอิสระ",tste
นาย ประภาส ชุติมาวรพันธ์,"ประธานกรรมการบริหาร,กรรมการ",tste
นาย ชนะชัย ชุติมาวรพันธ์,"ประธานเจ้าหน้าที่บริหารและกรรมการผู้จัดการ,กรรมการ",tste
นาย พงศ์ ชินธรรมมิตร,กรรมการ,tste
นาย ชลัช ชินธรรมมิตร์,กรรมการ,tste
นาย วินย์ ชินธรรมมิตร,กรรมการ,tste
นาย ธนดล สุจิภิญโญ,กรรมการ,tste
นาง เยาวนุช เดชวิทักษ์,กรรมการ,tste
นาย พัลลภ เหมะทักษิณ,กรรมการ,tste
นาย กมนดนัย ชินธรรมมิตร์,กรรมการ,tste
น.ส. จุฑาทิพย์ อรุณานนท์ชัย,กรรมการอิสระ,tste
นาย สุวัฒน์ สัมมาชีพวิศวกุล,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",tste
นาง พวงทิพย์ ศิลปศาสตร์,"กรรมการอิสระ,กรรมการตรวจสอบ",tste
นาง กรศิริ พิณรัตน์,"กรรมการอิสระ,กรรมการตรวจสอบ",tste
น.ส. ยุรพรรณ เจนลาภวัฒนกุล,กรรมการอิสระ,tste
นาย ปิยุช กุปต้า,ประธานคณะกรรมการ,tsth
นาย ราจีฟ มังกัล,"กรรมการผู้จัดการใหญ่,กรรมการ",tsth
นาย ธราธร เปรมสุนทร,กรรมการ,tsth
นาย อาชีช อนุปัม,กรรมการ,tsth
นาย ซานจิบ นันดา,กรรมการ,tsth
นาย อลัน ชิ ยิม แคม,"กรรมการอิสระ,ประธานคณะกรรมการตรวจสอบ",tsth
นาย หัตถศักดิ์ ณ ป้อมเพ็ชร์,"กรรมการอิสระ,กรรมการตรวจสอบ",tsth
น.ส. อนุตตรา พานโพธิ์ทอง,"กรรมการอิสระ,กรรมการตรวจสอบ",tsth
นาย ประเสริฐ บุญสัมพันธ์,"ประธานกรรมการ,ประธานกรรมการบริหาร",tta
นาย เฉลิมชัย มหากิจศิริ,"กรรมการผู้จัดการใหญ่และประธานเจ้าหน้าที่บริหาร,กรรมการ",tta
นาย ฌ็อง ปอล เทเวอแน็ง,กรรมการ,tta
น.ส. อุษณา มหากิจศิริ,กรรมการ,tta
นาย กมลสุทธิ์ ทัพพะรังสี,กรรมการ,tta
นาย สมชัย ไชยศุภรากุล,กรรมการ,tta
นาย สมบูรณ์เกียรติ เกษมสุวรรณ,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",tta
นาย สันติ บางอ้อ,"กรรมการอิสระ,กรรมการตรวจสอบ",tta
นาย เชิดพงษ์ สิริวิชช์,"กรรมการอิสระ,กรรมการตรวจสอบ",tta
นาย จิตรพงษ์ กว้างสุขสถิตย์,กรรมการอิสระ,tta
นาย โมฮัมหมัด ราเชด อาหมัด เอ็ม.อัลนัสซารี,กรรมการอิสระ,tta
นาย เอกนิติ นิติทัณฑ์ประภาศ,ประธานกรรมการ,ttb
นาย ฟิลลิป จี.เจ.อี.โอ. ดามัส,"ประธานกรรมการบริหาร,กรรมการ",ttb
นาย ศุภเดช พูนพิพัฒน์,รองประธานกรรมการ,ttb
นาย ปิติ ตัณฑเกษม,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",ttb
พลเอก อภินันท์ คำเพราะ,กรรมการ,ttb
นาย หยกพร ตันติเศวตรัตน์,กรรมการ,ttb
นาย สมเจตน์ หมู่ศิริเลิศ,กรรมการ,ttb
นาย มิฮาว ยาน ซูเรค,กรรมการ,ttb
นาง แพตริเซีย มงคลวนิช,กรรมการ,ttb
นาง ชาริตา ลีลายุทธ,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",ttb
นาย วิลเล็ม เฟรดเดอริค นาเจล,กรรมการอิสระ,ttb
นาย ธีรนันท์ ศรีหงส์,กรรมการอิสระ,ttb
นาย ปริญญา หอมเอนก,"กรรมการอิสระ,กรรมการตรวจสอบ",ttb
นาง ชนัญญารักษ์ เพ็ชร์รัตน์,"กรรมการอิสระ,กรรมการตรวจสอบ",ttb
นาย ทิวา จารึก,ประธานกรรมการบริษัท,ttcl
นาย ฮิโรโนบุ อิริยา,"ประธานเจ้าหน้าที่บริหาร,กรรมการผู้จัดการใหญ่,กรรมการ",ttcl
นาง นิจพร จรณะจิตต์,กรรมการ,ttcl
นาย เซอิจิ อิทาคุระ,กรรมการ,ttcl
นาย เอจิ ฮากิวารา,กรรมการ,ttcl
นาย วันชัย รตินธร,กรรมการ,ttcl
นาย วรพงษ์ รวิรัฐ,กรรมการ,ttcl
น.ส. กรรติกา ตันธุวนิตย์,กรรมการ,ttcl
ร.ต.ท. ศิวะรักษ์ พินิจารมณ์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",ttcl
นาย ริวโซ นางาโอคะ,"กรรมการอิสระ,กรรมการตรวจสอบ",ttcl
นาย สุวิทย์ มโนมัยยานนท์,"กรรมการอิสระ,กรรมการตรวจสอบ",ttcl
นาย ณัฐชาติ จารุจินดา,กรรมการอิสระ,ttcl
นาย มงคล มังกรกนก,"ประธานกรรมการ,กรรมการผู้อำนวยการ",tti
นาย บุญนำ บุญนำทรัพย์,กรรมการผู้อำนวยการ,tti
นาย ไพบูลย์ จรูญชัยคณากิจ,กรรมการ,tti
นาย ธวัชชัย ไชยะภินันท์,กรรมการ,tti
นาย กำจร ชื่นชูจิตต์,กรรมการ,tti
น.ส. นฤมล วรฤทธิชัย,กรรมการ,tti
นาย สุชาติ จันทรานาคราช,กรรมการอิสระ,tti
นาย ชิน ชินเศรษฐวงศ์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",tti
นาย ปรีชา ชัยพรหมประสิทธิ์,"กรรมการอิสระ,กรรมการตรวจสอบ",tti
นาย เจริญ เลาหทัย,"กรรมการอิสระ,กรรมการตรวจสอบ",tti
นาย อากิฮิโระ มาเอคาวะ,"ประธานกรรมการ,กรรมการผู้จัดการ",ttt
นาย มาซาฮิเดะ มัตซึมูระ,"ประธานกรรมการบริหาร,กรรมการ",ttt
นาย ชิอาคิ โคจิมา,กรรมการ,ttt
นาย โยชิโนบุ กาโม่,กรรมการ,ttt
นาย โยชิฮิโระ ฮามากูจิ,กรรมการ,ttt
นาย อากิโนริ อิวาคุระ,กรรมการ,ttt
นาย เกรียงศักดิ์ กองศิริ,กรรมการ,ttt
นาย พิชัย อัมระนันท์,กรรมการ,ttt
นาย ประกิต ประทีปะเสน,"กรรมการอิสระ,ประธานคณะกรรมการตรวจสอบ",ttt
นาย เอกชาย ชันซื่อ,"กรรมการอิสระ,กรรมการตรวจสอบ",ttt
นาย ยาญชัย ตันติรัฐพงศ์,"กรรมการอิสระ,กรรมการตรวจสอบ",ttt
นาง ขวัญใจ เกียรติกังวาฬไกล,"กรรมการอิสระ,กรรมการตรวจสอบ",ttt
นาย ทนง พิทยะ,"ประธานกรรมการ,กรรมการอิสระ",ttw
นาย ปลิว ตรีวิศวเวทย์,รองประธานกรรมการบริษัท,ttw
นาย พงษ์สฤษดิ์ ตันติสุวณิชย์กุล,"ประธานกรรมการบริหาร,กรรมการ",ttw
น.ส. วลัยณัฐ ตรีวิศวเวทย์,"กรรมการผู้จัดการ,กรรมการ",ttw
นาย สมบัติ กิจจาลักษณ์,กรรมการ,ttw
นาย สุวิช พึ่งเจริญ,กรรมการ,ttw
นาง พเยาว์ มริตตนะพร,กรรมการ,ttw
นาย ฮิเดะโอะ มัตซึโมโตะ,กรรมการ,ttw
นาย คาโอรุ อุเมฮาร่า,กรรมการ,ttw
นาย ไพรัช เมฆอาภรณ์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",ttw
นาย สมนึก ชัยเดชสุริยะ,"กรรมการอิสระ,กรรมการตรวจสอบ",ttw
นาย ยุทธนา หยิมการุณ,"กรรมการอิสระ,กรรมการตรวจสอบ",ttw
นาย กีรติ อัสสกุล,"ประธานกรรมการ,ประธานกรรมการอิสระ",tu
นาย เชง นิรุตตินานนท์,"ประธานคณะกรรมการบริหาร,กรรมการ",tu
นาย ธีรพงศ์ จันศิริ,"รองประธานกรรมการ,ประธานเจ้าหน้าที่บริหาร",tu
นาย ฤทธิรงค์ บุญมีโชติ,กรรมการ,tu
นาย ชู ชง ชาน,กรรมการ,tu
นาย โชอิจิ โอกิวาร่า,กรรมการ,tu
นาย นคร นิรุตตินานนท์,กรรมการ,tu
นาย ธรรมนูญ อานันโทไทย,"กรรมการอิสระ,กรรมการตรวจสอบ",tu
นาย นาถ ลิ่วเจริญ,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",tu
น.ส. พรรณสิรี อมาตยกุล,"กรรมการอิสระ,กรรมการตรวจสอบ",tu
นาง ภคพรรณ ลีวุฒินันท์,กรรมการอิสระ,tu
นาย พิศิษฐ เศรษฐวงศ์,"ประธานกรรมการ,กรรมการอิสระ",tvi
นาย จีรพันธ์ อัศวะธนกุล,"ประธานเจ้าหน้าที่บริหาร,กรรมการผู้จัดการใหญ่,กรรมการ",tvi
นาง สุเทพี อัศวะธนกุล,"กรรมการผู้อำนวยการ,กรรมการ",tvi
นาย ถวัลย์ วิรานนท์,กรรมการ,tvi
นาง สุณีย์ ธีราวิทยางกูร,กรรมการ,tvi
นาง ปราณี ภาษีผล,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",tvi
นาง พิไล เปี่ยมพงศ์สานต์,"กรรมการอิสระ,กรรมการตรวจสอบ",tvi
นาง สุภาภรณ์ บุรพกุศลศรี,"กรรมการอิสระ,กรรมการตรวจสอบ",tvi
นาง พูนทรัพย์ สกุณี,"กรรมการอิสระ,กรรมการตรวจสอบ",tvi
นาย สุวิทย์ เมษินทรีย์,"ประธานกรรมการ,กรรมการอิสระ",tvo
นาย พาชัย จันทร์พิทักษ์,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",tvo
นาย อภิชาติ จีระพันธุ์,"รองประธานกรรมการบริษัท,กรรมการอิสระ,ประธานกรรมการตรวจสอบ",tvo
นาย สุชัย วิเศษลีลา,กรรมการผู้จัดการ,tvo
น.ส. อรัญญา วิทยฐานกรณ์,กรรมการ,tvo
นาย วิชัย วิทยฐานกรณ์,กรรมการ,tvo
นาย วัชร วิทยฐานกรณ์,กรรมการ,tvo
นาย เอกรัฐ วงศ์ศุภชาติกุล,กรรมการ,tvo
นาย วรวุฒิ ตั้งพิรุฬห์ธรรม,กรรมการ,tvo
นาย คุณา วิทยฐานกรณ์,กรรมการ,tvo
นาย กิจจา อุไรรงค์,กรรมการอิสระ,tvo
นาย วิภูธา ตระกูลฮุน,"กรรมการอิสระ,กรรมการตรวจสอบ",tvo
น.ส. ภัทรวรรณ มานัสสถิตย์,"กรรมการอิสระ,กรรมการตรวจสอบ",tvo
นาย มนตรี โสคติยานุรักษ์,"ประธานกรรมการ,กรรมการอิสระ,ประธานกรรมการตรวจสอบ",tvt
นาง ภัทรภร วรรณภิญโญ,"รองประธานกรรมการ,ประธานเจ้าหน้าที่บริหาร",tvt
นาย สมพงษ์ วรรณภิญโญ,กรรมการ,tvt
นาย ภูษิต ไล้ทอง,กรรมการ,tvt
นาย พิรัฐ เย็นสุดใจ,กรรมการ,tvt
นาย ณฐกฤต วรรณภิญโญ,กรรมการ,tvt
นาง กัลยานี ภาคอัต,"กรรมการอิสระ,กรรมการตรวจสอบ",tvt
นาย สุพงษ์ ลิ้มธนากุล,"กรรมการอิสระ,กรรมการตรวจสอบ",tvt
นาย สุริย์ บัวคอม,"ประธานกรรมการ,กรรมการอิสระ",twp
นาย เอกมินทร์ งานทวี,"ประธานเจ้าหน้าที่บริหาร,กรรมการผู้จัดการ,กรรมการ",twp
นาย สุวัฒน์ จิตตมัย,กรรมการ,twp
นาย ธนพงษ์ ภูคาสวรรค์,กรรมการ,twp
นาย สรรัฐ งานทวี,กรรมการ,twp
นาย ประดิษฐ์ วุฒิภาพรกุล,กรรมการ,twp
นาย เจนวิชช์ เหลืองเจริญกิจ,กรรมการ,twp
นาย ยงยุทธ บุญมี,กรรมการ,twp
นางสาว บงกช งานทวี,กรรมการ,twp
นาย พันธุม พันธุมจินดา,กรรมการอิสระ,twp
นาย ชลิต สถิตย์ทอง,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",twp
นาย เฉลียว พลวิเศษ,"กรรมการอิสระ,กรรมการตรวจสอบ",twp
นาง ทิพชญาณ์ สุตตปัญญา,"กรรมการอิสระ,กรรมการตรวจสอบ",twp
นาย กวงปิง โฮ,ประธานกรรมการบริษัท,twpc
นาย เรน ฮวา โฮ,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",twpc
นาย อำนาจ สุขประสงค์ผล,"กรรมการผู้จัดการ,กรรมการ",twpc
นาย ประทีป เลิศวัฒนากิจกุล,"กรรมการผู้จัดการ,กรรมการ",twpc
นาย กวงจิง โฮ,กรรมการ,twpc
นาย เอเรียล พี วีร่า,กรรมการ,twpc
นาย ชานคราร์ ชานดราน,กรรมการ,twpc
นาง เรน ยุง โฮ,กรรมการ,twpc
นาย วุฒิพล สุริยาภิวัฒน์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",twpc
นาย ชิงชัย หาญเจนลักษณ์,"กรรมการอิสระ,กรรมการตรวจสอบ",twpc
นาย ชนินทร์ อรรจนานันท์,"กรรมการอิสระ,กรรมการตรวจสอบ",twpc
นาย สุภัค ศิวะรักษ์,"กรรมการอิสระ,กรรมการตรวจสอบ",twpc
น.ส. พรรณสิรี อมาตยกุล,กรรมการอิสระ,twpc
นาง สุพัตรา เป้าเปี่ยมทรัพย์,กรรมการอิสระ,twpc
นาย พงชาญ สำเภาเงิน,"ประธานกรรมการบริษัท (รักษาการ),กรรมการอิสระ,ประธานกรรมการตรวจสอบ",twz
นาย พุทธชาติ รังคสิริ,"ประธานกรรมการบริหาร,กรรมการผู้จัดการ,กรรมการ",twz
นาง ทิพภากร รังคสิริ,กรรมการ,twz
น.ส. ไขแข เชิดวิศวพันธุ์,กรรมการ,twz
นาย ภัทร ลาภานันท์,กรรมการ,twz
นาย บันดาล อุดล,"กรรมการอิสระ,กรรมการตรวจสอบ",twz
นาย มนตรี ไกรเลิศศิลป์,"กรรมการอิสระ,กรรมการตรวจสอบ",twz
นาย หวง เหวิน สง,ประธานกรรมการ,tycn
นาย นัธทวัฒน์ ฐานาภิญญานันท์,"กรรมการผู้จัดการใหญ่,กรรมการ",tycn
น.ส. เฟิ่ง เหมย หวง,กรรมการ,tycn
นาง ลู เยน เจียน,กรรมการ,tycn
นาย นาวิน ว่องชาญกิจ,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",tycn
นาย จิรวัฒน์ หวาง,"กรรมการอิสระ,กรรมการตรวจสอบ",tycn
นาย พิพัฒน์ หวังพิชิต,"กรรมการอิสระ,กรรมการตรวจสอบ",tycn
นาย คีรี กาญจนพาสน์,ประธานคณะกรรมการ,u
นาย สุรจิตร ก้องวัฒนา,"ประธานกรรมการบริหาร,กรรมการอิสระ",u
น.ส. สรญา เสฐียรโกเศศ,"ประธานเจ้าหน้าที่บริหาร (รักษาการ),กรรมการ",u
นาย กวิน กาญจนพาสน์,กรรมการ,u
นาย คง ชิ เคือง,กรรมการ,u
นาย ชัยวัฒน์ อัศวินทรางกูร,"กรรมการอิสระ,กรรมการตรวจสอบ",u
นาย พลากร หวั่งหลี,"กรรมการอิสระ,กรรมการตรวจสอบ",u
นาย รังสรรค์ ศรีวรศาสตร์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",u
นาย ไพบูลย์ เสรีวิวัฒนา,ประธานกรรมการ,uac
นาย กิตติ ชีวะเกตุ,"ประธานกรรมการบริหาร,กรรมการ",uac
นาย ชัชพล ประสพโชค,"ประธานเจ้าหน้าที่บริหาร,กรรมการผู้จัดการ,กรรมการ",uac
น.ส. นิลรัตน์ จารุมโนภาส,กรรมการ,uac
นาย เอกชัย นิตยาเกษตรวัฒน์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",uac
นาย ปริทรรศน์ พันธุบรรยงก์,"กรรมการอิสระ,กรรมการตรวจสอบ",uac
น.ส. จีระพันธ์ จินดา,"กรรมการอิสระ,กรรมการตรวจสอบ",uac
พลเอก เทอดศักดิ์ มารมย์,"ประธานกรรมการ,กรรมการอิสระ,กรรมการตรวจสอบ",ubis
นาย ปิยคุณ กฤตยานุตกุลท์,"ประธานกรรมการบริหาร,กรรมการ",ubis
นาย พฤทธิพงษ์ ธาราพิมาณ,"กรรมการผู้จัดการ,กรรมการ",ubis
นาย นภาดล กฤตยานุตกุลท์,กรรมการ,ubis
น.ส. กาญจนา วงศ์รัตนกุลธน,กรรมการ,ubis
นาย สมชาย วงศ์ทรัพย์สิน,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",ubis
นาย เฉลิมพงษ์ มหาวาณิชย์วงศ์,"กรรมการอิสระ,กรรมการตรวจสอบ",ubis
นาย ไพบูลย์ เฉลิมทรัพยากร,ประธานกรรมการ,uec
นาย บัณฑิตย์ เลิศประเสริฐสุข,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",uec
นาย ไทยลักษณ์ ลี้ถาวร,กรรมการ,uec
นาย พงศ์ศักดิ์ อุทัยสินธุเจริญ,กรรมการ,uec
นาย พงศเฉลิม เฉลิมทรัพยากร,กรรมการ,uec
นาย คีรินทร์ ชูธรรมสถิตย์,กรรมการ,uec
น.ส. วิไล ศิริพูลเกียรติกุล,กรรมการ,uec
นาย พงษ์ศักดิ์ อังสุพันธุ์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",uec
นาย ณัฐพล ลีลาวัฒนานันท์,"กรรมการอิสระ,กรรมการตรวจสอบ",uec
นาย สุชาติ ธรรมาพิทักษ์กุล,"กรรมการอิสระ,กรรมการตรวจสอบ",uec
นาย วินัย เลาหประสิทธิ์,"กรรมการอิสระ,กรรมการตรวจสอบ",uec
นาย พละ สุขเวช,"ประธานกรรมการ,กรรมการอิสระ",ukem
นาย พีรพล สุวรรณนภาศรี,"กรรมการผู้จัดการ,กรรมการ",ukem
นาย วิรัช สุวรรณนภาศรี,กรรมการ,ukem
นาง กาญจนา สุวรรณนภาศรี,กรรมการ,ukem
น.ส. สุธิดา สุวรรณนภาศรี,กรรมการ,ukem
นาย สมเจตน์ สายฝน,กรรมการ,ukem
นาย พูลศักดิ์ ตันสิทธิพันธ์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",ukem
นาย วรพจน์ อุชุไพบูลย์วงศ์,"กรรมการอิสระ,กรรมการตรวจสอบ",ukem
นาย ธราพงษ์ วิทิตศานต์,"กรรมการอิสระ,กรรมการตรวจสอบ",ukem
นาย เขียน วงศ์สุรีย์,กรรมการอิสระ,ukem
ร.อ. เศรณี เพ็ญชาติ,ประธานคณะกรรมการ,umi
น.ส. ปวีณา เหล่าวิวัฒน์วงศ์,"ประธานกรรมการบริหาร,กรรมการ",umi
นาย สุทิน ยุทธนาวราภรณ์,"กรรมการผู้จัดการ,กรรมการ",umi
นาย เมธาวี เหล่าวิวัฒน์วงศ์,กรรมการ,umi
นาย วรวัชร ตันตรานนท์,กรรมการ,umi
นาง นิภานันท์ ตันตรานนท์,กรรมการ,umi
นาย มารุต มังคละพฤกษ์,กรรมการ,umi
น.ส. ปวริศา เพ็ญชาติ,กรรมการ,umi
นาย ศิวะพร ทรรทรานนท์,กรรมการอิสระ,umi
นาย กฤษณ์ พันธ์รัตนมาลา,"กรรมการอิสระ,กรรมการตรวจสอบ",umi
นาง นพรัตน์ รุ่งอุทัยศิริ,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",umi
นาย สุพจน์ แก้วมณี,"กรรมการอิสระ,กรรมการตรวจสอบ",umi
นาย เฉลิมชัย มหากิจศิริ,ประธานกรรมการ,ums
นาย ธราธร วงศ์ประศาสตร์,"รองประธานกรรมการ,กรรมการอิสระ,กรรมการตรวจสอบ",ums
นาย โดม ลิ่วลมวิบูลย์,"กรรมการผู้จัดการ (รักษาการ),กรรมการ",ums
นาย นิติพัฒน์ อำนาจเถลิงศักดิ์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",ums
นาย เอกทิพย์ ทิพย์ภวัง,"กรรมการอิสระ,กรรมการตรวจสอบ",ums
นาย นที พานิชชีวะ,ประธานกรรมการ,uniq
นาย ประสงค์ สุวิวัฒน์ธนชัย,"ประธานกรรมการบริหาร,กรรมการผู้จัดการ,กรรมการ",uniq
นาย บุญชัย ปริติวิชกานต์,กรรมการ,uniq
น.ส. พิริยา สุวิวัฒน์ธนชัย,กรรมการ,uniq
นาย เติมพงษ์ เหมาะสุวรรณ,กรรมการ,uniq
นาย ปริญญา พรสวัสดิ์,กรรมการ,uniq
นาย คเณศ สุวิวัฒน์ธนชัย,กรรมการ,uniq
นาย สำเรียง เมฆเกรียงไกร,กรรมการอิสระ,uniq
น.ส. วรินทรา วงศ์ส่องจ้า,"กรรมการอิสระ,กรรมการตรวจสอบ",uniq
นาย สมประสงค์ มัคคสมัน,"กรรมการอิสระ,กรรมการตรวจสอบ",uniq
นาง ศุภลักษณ์ พินิจภูวดล,กรรมการตรวจสอบ,uniq
นาย วิโรจน์ ตั้งเจตนาพร,"ประธานกรรมการบริษัท,กรรมการอิสระ,ประธานคณะกรรมการตรวจสอบ",uobkh
นาย เช็ค เต็ค ตัน,"ประธานคณะกรรมการบริหาร,กรรมการ",uobkh
นาย ชัยพัชร์ นาคมณฑนาคุ้ม,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",uobkh
นาย โยธิน วิริเยนะวัตร์,กรรมการ,uobkh
นาง โอ วี เหมี่ยน,กรรมการ,uobkh
นาย สมชาติ ชินธรรมมิตร์,"กรรมการอิสระ,กรรมการตรวจสอบ",uobkh
นาย ไพบูลย์ จุลศักดิ์ศรีสกุล,"กรรมการอิสระ,กรรมการตรวจสอบ",uobkh
น.ส. ดาลัดย์ ทรัพย์ทวีชัยกุล,ประธานกรรมการ,up
นาย สุทิน เผด็จภัย,"กรรมการผู้จัดการ,กรรมการ",up
นาง จันทรตรี ดารกานนท์,กรรมการ,up
นาย วัชรพงษ์ ดารกานนท์,กรรมการ,up
นาย นันทิยะ ดารกานนท์,กรรมการ,up
นาย พงศ์ศักดิ์ เที่ยงวิบูลย์วงศ์,กรรมการ,up
นาย บรรเจิด ตั้งเลิศไพบูลย์,"กรรมการอิสระ,กรรมการตรวจสอบ",up
น.ส. จุฑาทิพย์ อรุณานนท์ชัย,"กรรมการอิสระ,กรรมการตรวจสอบ",up
นาง เสาวณีย์ ไทยรุ่งโรจน์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",up
